MCC|MNC|NetType|Organisation|Network|PPCIN|AbrevNetName
202|01|GSM 900|Cosmote Mobile Telecommunications S.A.|COSMOTE|GR COSMOTE|C-OTE
202|01|GSM 1800|Cosmote Mobile Telecommunications S.A.|COSMOTE|GR COSMOTE|C-OTE
202|01|3G 2100|Cosmote Mobile Telecommunications S.A.|COSMOTE|GR COSMOTE|C-OTE
352|030|GSM 900|Digicel Grenada Limited|Digicel|DIGICEL|DIGICEL
352|030|GSM 1800|Digicel Grenada Limited|Digicel|DIGICEL|DIGICEL
352|110|GSM 850|Cable & Wireless Grenada Limited|FLOW|FLOW|FLOW
290|01|GSM 900|Tele Greenland  A/S|TELE Greenland|TELE Greenland|TELE GRL
290|01|3G 900|Tele Greenland  A/S|TELE Greenland|TELE Greenland|TELE GRL
290|01|LTE 800|Tele Greenland  A/S|TELE Greenland|TELE Greenland|TELE GRL
704|02|GSM 850|Comunicaciones Celulares S.A.|TIGO GUATEMALA|TIGO|TIGO
704|02|3G 850|Comunicaciones Celulares S.A.|TIGO GUATEMALA|TIGO|TIGO
704|02|LTE 850|Comunicaciones Celulares S.A.|TIGO GUATEMALA|TIGO|TIGO
704|03|3G 1900|"Telecomunicaciones de Guatemala, S.A. (TELGUA)"|CLARO|CLARO GTM|CLAROGTM
704|03|GSM 1900|"Telecomunicaciones de Guatemala, S.A. (TELGUA)"|CLARO|CLARO GTM|CLAROGTM
704|03|LTE 1900|"Telecomunicaciones de Guatemala, S.A. (TELGUA)"|CLARO|CLARO GTM|CLAROGTM
704|01|3G 1900|"Telecomunicaciones de Guatemala, S.A. (TELGUA)"|CLARO|CLARO GTM|CLAROGTM
704|01|GSM 900|"Telecomunicaciones de Guatemala, S.A. (TELGUA)"|CLARO|CLARO GTM|CLAROGTM
704|01|GSM 1900|"Telecomunicaciones de Guatemala, S.A. (TELGUA)"|CLARO|CLARO GTM|CLAROGTM
704|01|LTE 1900|"Telecomunicaciones de Guatemala, S.A. (TELGUA)"|CLARO|CLARO GTM|CLAROGTM
310|110|3G 850|PTI Pacifica Inc.|IT&E|IT&E|IT&E
310|110|3G 1900|PTI Pacifica Inc.|IT&E|IT&E|IT&E
310|110|LTE 1900|PTI Pacifica Inc.|IT&E|IT&E|IT&E
310|110|LTE 700|PTI Pacifica Inc.|IT&E|IT&E|IT&E
310|032|GSM 1900|"IT&E Overseas, Inc."|IT&E Wireless|IT&E|IT&E
310|140|3G 850|"Teleguam Holdings, LLC"|GTA|GTA|GTA
310|140|GSM 850|"Teleguam Holdings, LLC"|GTA|GTA|GTA
310|140|GSM 1900|"Teleguam Holdings, LLC"|GTA|GTA|GTA
310|140|LTE 700|"Teleguam Holdings, LLC"|GTA|GTA|GTA
310|140|LTE 2100|"Teleguam Holdings, LLC"|GTA|GTA|GTA
310|470|LTE 2100|"DOCOMO PACIFIC, INC. (Guam)"|DOCOMO PACIFIC INC|DOCOMO PACIFIC|DPAC
310|370|GSM 1900|"DOCOMO PACIFIC, INC. (Guam)"|DOCOMO PACIFIC INC|DOCOMO PACIFIC|DPAC
310|370|3G 850|"DOCOMO PACIFIC, INC. (Guam)"|DOCOMO PACIFIC INC|DOCOMO PACIFIC|DPAC
310|370|3G 1900|"DOCOMO PACIFIC, INC. (Guam)"|DOCOMO PACIFIC INC|DOCOMO PACIFIC|DPAC
310|370|LTE 700|"DOCOMO PACIFIC, INC. (Guam)"|DOCOMO PACIFIC INC|DOCOMO PACIFIC|DPAC
310|470|GSM 1900|"DOCOMO PACIFIC, INC. (Guam)"|DOCOMO PACIFIC INC|DOCOMO PACIFIC|DPAC
310|470|3G 850|"DOCOMO PACIFIC, INC. (Guam)"|DOCOMO PACIFIC INC|DOCOMO PACIFIC|DPAC
310|470|LTE 700|"DOCOMO PACIFIC, INC. (Guam)"|DOCOMO PACIFIC INC|DOCOMO PACIFIC|DPAC
310|470|LTE 1700|"DOCOMO PACIFIC, INC. (Guam)"|DOCOMO PACIFIC INC|DOCOMO PACIFIC|DPAC
738|002|GSM 900|Guyana Telephone and Telegraph Company|GTT + Do More|GUY GTT + Do More|GTT+
738|002|GSM 1800|Guyana Telephone and Telegraph Company|GTT + Do More|GUY GTT + Do More|GTT+
738|01|GSM 900|U-Mobile (Cellular) Inc|Digicel Guyana|Digicel|Digicel
738|01|GSM 1800|U-Mobile (Cellular) Inc|Digicel Guyana|Digicel|Digicel
454|18|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|LTE 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|LTE 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|LTE 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|16|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|19|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|GSM 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|20|LTE 2600|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|3G 2100|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|18|3G 900|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|00|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|02|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|10|GSM 1800|Hong Kong Telecommunications (HKT) Limited|CSL|CSL|CSL
454|15|3G 2100|SmarTone Mobile Communications Limited|SmarTone HK|SmarTone HK|SMC HK
454|15|GSM 900|SmarTone Mobile Communications Limited|SmarTone HK|SmarTone HK|SMC HK
454|15|GSM 1800|SmarTone Mobile Communications Limited|SmarTone HK|SmarTone HK|SMC HK
454|17|3G 2100|SmarTone Mobile Communications Limited|SmarTone HK|SmarTone HK|SMC HK
454|17|GSM 900|SmarTone Mobile Communications Limited|SmarTone HK|SmarTone HK|SMC HK
454|17|GSM 1800|SmarTone Mobile Communications Limited|SmarTone HK|SmarTone HK|SMC HK
454|06|3G 2100|SmarTone Mobile Communications Limited|SmarTone HK|SmarTone HK|SMC HK
454|06|GSM 900|SmarTone Mobile Communications Limited|SmarTone HK|SmarTone HK|SMC HK
454|06|GSM 1800|SmarTone Mobile Communications Limited|SmarTone HK|SmarTone HK|SMC HK
454|06|LTE 1800|SmarTone Mobile Communications Limited|SmarTone HK|SmarTone HK|SMC HK
454|06|LTE 2600|SmarTone Mobile Communications Limited|SmarTone HK|SmarTone HK|SMC HK
454|12|GSM 1800|China Mobile Hong Kong Company Limited|China Mobile HK|China Mobile HK|CMHK
454|13|GSM 1800|China Mobile Hong Kong Company Limited|China Mobile HK|China Mobile HK|CMHK
454|03|3G 900|Hutchison Telecommunications Hong Kong Holdings Limited|3|3|3
454|03|3G 2100|Hutchison Telecommunications Hong Kong Holdings Limited|3|3|3
454|04|GSM 900|Hutchison Telecommunications Hong Kong Holdings Limited|3|3|3
454|04|GSM 1800|Hutchison Telecommunications Hong Kong Holdings Limited|3|3|3
454|03|LTE 1800|Hutchison Telecommunications Hong Kong Holdings Limited|3|3|3
454|03|GSM 900|Hutchison Telecommunications Hong Kong Holdings Limited|3|3|3
454|03|GSM 1800|Hutchison Telecommunications Hong Kong Holdings Limited|3|3|3
454|03|LTE-FDD 1800|Hutchison Telecommunications Hong Kong Holdings Limited|3|3|3
454|03|LTE-FDD 2600|Hutchison Telecommunications Hong Kong Holdings Limited|3|3|3
454|03|LTE-TDD 2300|Hutchison Telecommunications Hong Kong Holdings Limited|3|3|3
708|030|GSM 1900|Empresa Hondureña de Telecomunicaciones (HONDUTEL)|Empresa Hondurena de Telecomunicaciones|HND|HT - 200
708|02|LTE 850|"Telefónica Celular, S.A. (CELTEL)  "|TIGO|TIGOHND|TIGO
708|02|GSM 850|"Telefónica Celular, S.A. (CELTEL)  "|TIGO|TIGOHND|TIGO
708|02|3G 850|"Telefónica Celular, S.A. (CELTEL)  "|TIGO|TIGOHND|TIGO
708|02|LTE 1700|"Telefónica Celular, S.A. (CELTEL)  "|TIGO|TIGOHND|TIGO
708|02|LTE 2100|"Telefónica Celular, S.A. (CELTEL)  "|TIGO|TIGOHND|TIGO
708|001|GSM 1900|Servicios de Comunicaciones de Honduras S.A. de C.V.|CLARO GSM|CLARO HND|ClaroHND
708|001|3G 1900|Servicios de Comunicaciones de Honduras S.A. de C.V.|CLARO GSM|CLARO HND|ClaroHND
708|001|LTE 1700|Servicios de Comunicaciones de Honduras S.A. de C.V.|CLARO GSM|CLARO HND|ClaroHND
708|001|LTE 2100|Servicios de Comunicaciones de Honduras S.A. de C.V.|CLARO GSM|CLARO HND|ClaroHND
219|02|GSM 1800|Tele2 d.o.o za telekomunikacijske usluge|Tele2|Tele2 HR|Tele2 HR
219|10|3G 1900|A1 Hrvatska d.o.o|A1 HR|A1 HR|A1 HR
219|10|LTE 800|A1 Hrvatska d.o.o|A1 HR|A1 HR|A1 HR
219|10|GSM 900|A1 Hrvatska d.o.o|A1 HR|A1 HR|A1 HR
219|10|3G 2100|A1 Hrvatska d.o.o|A1 HR|A1 HR|A1 HR
219|10|LTE 1800|A1 Hrvatska d.o.o|A1 HR|A1 HR|A1 HR
219|01|3G 900|Hrvatski Telekom d.d.|Croatian Telecom Inc|HT HR|HT HR
219|01|3G 2100|Hrvatski Telekom d.d.|Croatian Telecom Inc|HT HR|HT HR
219|01|GSM 900|Hrvatski Telekom d.d.|Croatian Telecom Inc|HT HR|HT HR
